neuron_id,explanation_1,explanation_2
layer_0_neuron_169,"""Strongly activates for proteins with high charge at pH 7 and significant sheet fractions.""",Strongly activates for proteins with high molecular weight and significant helix and sheet fractions.
layer_0_neuron_171,Strongly activates for histidine-rich proteins with negative gravy scores.,Strongly activates for histidine-rich proteins with negative gravy scores.
layer_0_neuron_170,"""Strongly activates for glycoproteins with high molecular weight involved in structural and cytoskeletal functions.""","""Strongly activates for proteins with high molecular weight and low hydrophobicity, involved in cytoskeletal organization and extracellular functions."""
layer_0_neuron_161,Strongly activates for protamines involved in sperm chromatin condensation with high charge at pH 7.,Strongly activates for sperm protamines involved in chromatin condensation during spermatogenesis with high molecular weight and positive charge at pH 7.
layer_0_neuron_173,Strongly activates for protein sequences with low to negative gravy scores and variable turn and sheet fractions.,"""Strongly activates for protein sequences with high instability indices and negative gravy scores."""
layer_0_neuron_182,Strongly activates for mitochondrial membrane proteins involved in ATP synthesis.,Strongly activates for proteins involved in proton transmembrane transport with specific membrane protein characteristics.
layer_0_neuron_181,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with negative gravy scores and significant calcium-binding capabilities.
layer_0_neuron_175,Strongly activates for mitochondrial proteins with high helical and sheet fractions involved in electron transport.,Strongly activates for proteins with high hydrophobicity and significant helical and sheet structural fractions.
layer_0_neuron_184,Strongly activates for keratin-associated proteins with high molecular weights and positive charge at pH 7.,Strongly activates for keratin-associated proteins with high molecular weights and positive charges at pH 7.
layer_0_neuron_172,"""Strongly activates for proteins with high instability indices and negative gravy scores.""",Strongly activates for sequences with high charge at pH 7 and negative gravy scores.
layer_0_neuron_185,Strongly activates for proteins with high molecular weights and negative gravy scores.,"""Strongly activates for proteins with high molecular weights and negative gravy scores."""
layer_0_neuron_176,Strongly activates for proteins with high molecular weights and negative gravy scores.,"Strongly activates for sequences with high molecular weight, negative gravy scores, and significant turn fractions."
layer_0_neuron_189,Strongly activates for proteins with high positive charge at pH 7 and low helix fraction.,Strongly activates for proteins with high charge at pH7 and low hydrophobicity.
layer_0_neuron_179,Strongly activates for secreted proteins with low gravy scores and high instability indices.,Strongly activates for secreted proteins with negative gravy scores.
layer_0_neuron_192,Strongly activates for proteins with negative gravy scores and high charge at pH 7.,Strongly activates for proteins with high charge at pH 7 and negative gravy scores.
layer_0_neuron_187,Strongly activates for conotoxins with high molecular weights and secreted localization.,Strongly activates for sequences of conotoxins with high molecular weights and secreted subcellular locations.
layer_0_neuron_188,Strongly activates for glycoproteins involved in antifreeze functions with high molecular weight.,Strongly activates for glycoproteins with high molecular weights involved in antifreeze and structural functions.
layer_0_neuron_180,Strongly activates for sperm protamines with high molecular weight and negative gravy scores.,Strongly activates for sperm protamines with high charges at pH 7 and low gravy scores.
layer_0_neuron_183,Strongly activates for cytoplasmic translation initiation factors with varying molecular weights and negative gravy scores.,"Strongly activates for proteins with significant GTPase activity involved in translation initiation, predominantly with negative gravy scores."
layer_0_neuron_178,Strongly activates for proteins with low gravy scores and high helix fractions.,"""Strongly activates for proteins with high molecular weights and negative gravy scores."""
layer_0_neuron_186,Strongly activates for proteins with high molecular weight and positive charges at pH 7.,Strongly activates for proteins with high positive charge at pH 7 and low hydrophobicity.
layer_0_neuron_196,Strongly activates for multi-pass membrane proteins involved in mitochondrial electron transport and ATP synthesis.,Strongly activates for multi-pass membrane proteins involved in mitochondrial electron transport and ATP synthesis.
